doc_index,register,n_tokens,n_sents,pos_counts_json,n_unique_lemmas,top_deprel_json
628,informal,440,14,"{""ADJ"": 25, ""ADP"": 47, ""ADV"": 52, ""AUX"": 19, ""CCONJ"": 30, ""DET"": 18, ""INTJ"": 1, ""NOUN"": 67, ""NUM"": 1, ""PART"": 8, ""PRON"": 54, ""PUNCT"": 38, ""SCONJ"": 14, ""SPACE"": 7, ""SYM"": 1, ""VERB"": 58}",178,"{""advmod"": 48, ""nsubj"": 40, ""punct"": 39, ""case"": 38, ""conj"": 31, ""cc"": 30, ""obl"": 29, ""obj"": 25, ""mark"": 22, ""det"": 15, ""aux"": 14, ""ROOT"": 14}"
629,informal,335,12,"{""ADJ"": 15, ""ADP"": 36, ""ADV"": 35, ""AUX"": 16, ""CCONJ"": 23, ""DET"": 16, ""NOUN"": 56, ""NUM"": 1, ""PART"": 5, ""PRON"": 42, ""PROPN"": 1, ""PUNCT"": 24, ""SCONJ"": 13, ""SPACE"": 4, ""VERB"": 48}",145,"{""nsubj"": 33, ""case"": 29, ""advmod"": 29, ""conj"": 26, ""punct"": 24, ""cc"": 23, ""obj"": 21, ""mark"": 20, ""obl"": 20, ""det"": 14, ""aux"": 13, ""ROOT"": 12}"
630,informal,609,23,"{""ADJ"": 19, ""ADP"": 69, ""ADV"": 44, ""AUX"": 26, ""CCONJ"": 30, ""DET"": 17, ""INTJ"": 1, ""NOUN"": 107, ""NUM"": 1, ""PART"": 13, ""PRON"": 60, ""PROPN"": 16, ""PUNCT"": 76, ""SCONJ"": 20, ""SPACE"": 28, ""VERB"": 82}",213,"{""punct"": 79, ""case"": 56, ""nsubj"": 45, ""conj"": 45, ""advmod"": 39, ""mark"": 35, ""obl"": 35, ""obj"": 35, ""cc"": 31, ""dep"": 28, ""ROOT"": 23, ""aux"": 21}"
631,informal,417,16,"{""ADJ"": 17, ""ADP"": 40, ""ADV"": 47, ""AUX"": 23, ""CCONJ"": 26, ""DET"": 20, ""NOUN"": 66, ""NUM"": 2, ""PART"": 7, ""PRON"": 54, ""PUNCT"": 30, ""SCONJ"": 20, ""SPACE"": 6, ""VERB"": 59}",169,"{""nsubj"": 43, ""advmod"": 38, ""case"": 33, ""punct"": 30, ""conj"": 29, ""mark"": 28, ""obj"": 27, ""cc"": 26, ""obl"": 23, ""aux"": 19, ""det"": 18, ""ROOT"": 16}"
632,informal,325,11,"{""ADJ"": 14, ""ADP"": 33, ""ADV"": 51, ""AUX"": 13, ""CCONJ"": 9, ""DET"": 9, ""INTJ"": 1, ""NOUN"": 39, ""NUM"": 3, ""PART"": 10, ""PRON"": 46, ""PROPN"": 1, ""PUNCT"": 35, ""SCONJ"": 7, ""SPACE"": 9, ""VERB"": 45}",138,"{""advmod"": 59, ""punct"": 35, ""nsubj"": 31, ""case"": 24, ""obl"": 20, ""obj"": 15, ""mark"": 13, ""conj"": 12, ""ROOT"": 11, ""advcl"": 11, ""dep"": 10, ""cc"": 9}"
633,informal,221,10,"{""ADJ"": 8, ""ADP"": 17, ""ADV"": 34, ""AUX"": 10, ""CCONJ"": 9, ""DET"": 6, ""INTJ"": 1, ""NOUN"": 21, ""NUM"": 2, ""PART"": 4, ""PRON"": 32, ""PROPN"": 2, ""PUNCT"": 24, ""SCONJ"": 8, ""SPACE"": 7, ""SYM"": 1, ""VERB"": 35}",92,"{""advmod"": 35, ""punct"": 24, ""nsubj"": 22, ""mark"": 13, ""case"": 11, ""ROOT"": 10, ""conj"": 10, ""cc"": 10, ""obl"": 10, ""obj"": 10, ""advcl"": 10, ""dep"": 8}"
634,informal,235,6,"{""ADJ"": 10, ""ADP"": 20, ""ADV"": 35, ""AUX"": 8, ""CCONJ"": 10, ""DET"": 10, ""INTJ"": 1, ""NOUN"": 28, ""NUM"": 3, ""PART"": 5, ""PRON"": 30, ""PROPN"": 1, ""PUNCT"": 25, ""SCONJ"": 5, ""SPACE"": 8, ""VERB"": 36}",99,"{""advmod"": 38, ""nsubj"": 24, ""punct"": 23, ""case"": 15, ""obl"": 15, ""obj"": 14, ""conj"": 12, ""dep"": 11, ""advcl"": 11, ""cc"": 10, ""mark"": 10, ""det"": 9}"
635,informal,191,6,"{""ADJ"": 5, ""ADP"": 17, ""ADV"": 31, ""AUX"": 8, ""CCONJ"": 6, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 21, ""NUM"": 2, ""PART"": 4, ""PRON"": 27, ""PROPN"": 1, ""PUNCT"": 23, ""SCONJ"": 4, ""SPACE"": 7, ""VERB"": 30}",87,"{""advmod"": 32, ""punct"": 23, ""nsubj"": 18, ""case"": 14, ""obl"": 11, ""advcl"": 11, ""obj"": 9, ""dep"": 8, ""mark"": 8, ""conj"": 7, ""ROOT"": 6, ""cc"": 6}"
636,informal,183,8,"{""ADJ"": 7, ""ADP"": 13, ""ADV"": 31, ""AUX"": 6, ""CCONJ"": 7, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 21, ""NUM"": 1, ""PART"": 4, ""PRON"": 25, ""PROPN"": 1, ""PUNCT"": 21, ""SCONJ"": 6, ""SPACE"": 7, ""VERB"": 28}",80,"{""advmod"": 30, ""punct"": 21, ""nsubj"": 17, ""conj"": 10, ""case"": 10, ""obl"": 10, ""mark"": 9, ""ROOT"": 8, ""dep"": 8, ""obj"": 8, ""cc"": 6, ""advcl"": 6}"
637,informal,217,8,"{""ADJ"": 10, ""ADP"": 16, ""ADV"": 38, ""AUX"": 8, ""CCONJ"": 8, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 24, ""NUM"": 2, ""PART"": 4, ""PRON"": 30, ""PROPN"": 1, ""PUNCT"": 23, ""SCONJ"": 5, ""SPACE"": 7, ""VERB"": 36}",96,"{""advmod"": 41, ""punct"": 23, ""nsubj"": 22, ""case"": 12, ""obl"": 12, ""advcl"": 11, ""conj"": 10, ""cc"": 9, ""obj"": 9, ""mark"": 9, ""ROOT"": 8, ""dep"": 8}"
638,informal,210,7,"{""ADJ"": 10, ""ADP"": 17, ""ADV"": 31, ""AUX"": 9, ""CCONJ"": 8, ""DET"": 7, ""INTJ"": 1, ""NOUN"": 22, ""PART"": 4, ""PRON"": 30, ""PROPN"": 1, ""PUNCT"": 23, ""SCONJ"": 8, ""SPACE"": 7, ""VERB"": 32}",91,"{""advmod"": 33, ""punct"": 23, ""nsubj"": 22, ""case"": 13, ""obl"": 11, ""mark"": 11, ""conj"": 10, ""obj"": 9, ""dep"": 8, ""cc"": 8, ""ROOT"": 7, ""det"": 7}"
639,informal,185,9,"{""ADJ"": 8, ""ADP"": 13, ""ADV"": 28, ""AUX"": 8, ""CCONJ"": 7, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 20, ""NUM"": 1, ""PART"": 4, ""PRON"": 25, ""PROPN"": 1, ""PUNCT"": 22, ""SCONJ"": 5, ""SPACE"": 7, ""VERB"": 31}",84,"{""advmod"": 32, ""punct"": 22, ""nsubj"": 19, ""ROOT"": 9, ""case"": 9, ""obl"": 9, ""mark"": 9, ""dep"": 8, ""conj"": 8, ""obj"": 8, ""cc"": 7, ""advcl"": 7}"
640,informal,174,6,"{""ADJ"": 7, ""ADP"": 12, ""ADV"": 28, ""AUX"": 7, ""CCONJ"": 6, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 19, ""NUM"": 2, ""PART"": 4, ""PRON"": 25, ""PROPN"": 1, ""PUNCT"": 19, ""SCONJ"": 5, ""SPACE"": 6, ""SYM"": 1, ""VERB"": 28}",79,"{""advmod"": 30, ""punct"": 20, ""nsubj"": 18, ""obj"": 10, ""mark"": 9, ""conj"": 8, ""case"": 8, ""obl"": 8, ""dep"": 7, ""advcl"": 7, ""ROOT"": 6, ""cc"": 6}"
641,informal,167,6,"{""ADJ"": 6, ""ADP"": 11, ""ADV"": 29, ""AUX"": 5, ""CCONJ"": 6, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 18, ""NUM"": 3, ""PART"": 4, ""PRON"": 22, ""PROPN"": 1, ""PUNCT"": 19, ""SCONJ"": 4, ""SPACE"": 7, ""SYM"": 1, ""VERB"": 27}",76,"{""advmod"": 31, ""punct"": 19, ""nsubj"": 16, ""obj"": 9, ""dep"": 8, ""case"": 8, ""mark"": 8, ""conj"": 7, ""obl"": 7, ""ROOT"": 6, ""cc"": 6, ""advcl"": 6}"
642,informal,170,6,"{""ADJ"": 5, ""ADP"": 13, ""ADV"": 27, ""AUX"": 5, ""CCONJ"": 7, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 18, ""NUM"": 2, ""PART"": 4, ""PRON"": 23, ""PROPN"": 1, ""PUNCT"": 20, ""SCONJ"": 4, ""SPACE"": 6, ""VERB"": 30}",77,"{""advmod"": 30, ""punct"": 21, ""nsubj"": 16, ""case"": 9, ""obl"": 9, ""conj"": 8, ""obj"": 8, ""mark"": 8, ""dep"": 7, ""cc"": 7, ""xcomp"": 7, ""ROOT"": 6}"
643,informal,184,6,"{""ADJ"": 5, ""ADP"": 13, ""ADV"": 37, ""AUX"": 6, ""CCONJ"": 7, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 20, ""NUM"": 1, ""PART"": 4, ""PRON"": 25, ""PROPN"": 1, ""PUNCT"": 21, ""SCONJ"": 5, ""SPACE"": 6, ""VERB"": 29}",87,"{""advmod"": 36, ""punct"": 22, ""nsubj"": 17, ""case"": 9, ""mark"": 9, ""conj"": 8, ""obl"": 8, ""obj"": 8, ""dep"": 7, ""cc"": 7, ""advcl"": 7, ""ROOT"": 6}"
644,informal,234,10,"{""ADJ"": 9, ""ADP"": 19, ""ADV"": 37, ""AUX"": 6, ""CCONJ"": 10, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 28, ""NUM"": 2, ""PART"": 8, ""PRON"": 32, ""PROPN"": 2, ""PUNCT"": 29, ""SCONJ"": 5, ""SPACE"": 7, ""VERB"": 35}",103,"{""advmod"": 38, ""punct"": 28, ""nsubj"": 22, ""case"": 14, ""obl"": 13, ""mark"": 12, ""obj"": 11, ""ROOT"": 10, ""conj"": 10, ""cc"": 9, ""dep"": 8, ""advcl"": 8}"
645,informal,174,7,"{""ADJ"": 6, ""ADP"": 12, ""ADV"": 33, ""AUX"": 6, ""CCONJ"": 6, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 16, ""NUM"": 2, ""PART"": 5, ""PRON"": 24, ""PROPN"": 1, ""PUNCT"": 20, ""SCONJ"": 5, ""SPACE"": 6, ""VERB"": 28}",82,"{""advmod"": 34, ""punct"": 20, ""nsubj"": 17, ""mark"": 9, ""case"": 8, ""obl"": 8, ""obj"": 8, ""ROOT"": 7, ""dep"": 7, ""conj"": 7, ""advcl"": 7, ""cc"": 6}"
646,informal,160,6,"{""ADJ"": 5, ""ADP"": 11, ""ADV"": 26, ""AUX"": 5, ""CCONJ"": 6, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 18, ""NUM"": 1, ""PART"": 4, ""PRON"": 22, ""PROPN"": 1, ""PUNCT"": 21, ""SCONJ"": 4, ""SPACE"": 6, ""VERB"": 26}",73,"{""advmod"": 29, ""punct"": 21, ""nsubj"": 15, ""obj"": 8, ""mark"": 8, ""dep"": 7, ""conj"": 7, ""case"": 7, ""obl"": 7, ""ROOT"": 6, ""cc"": 6, ""advcl"": 6}"
647,informal,161,6,"{""ADJ"": 5, ""ADP"": 12, ""ADV"": 27, ""AUX"": 5, ""CCONJ"": 6, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 17, ""NUM"": 1, ""PART"": 4, ""PRON"": 22, ""PROPN"": 1, ""PUNCT"": 20, ""SCONJ"": 4, ""SPACE"": 6, ""VERB"": 26}",73,"{""advmod"": 29, ""punct"": 20, ""nsubj"": 16, ""case"": 8, ""obl"": 8, ""obj"": 8, ""mark"": 8, ""dep"": 7, ""conj"": 7, ""ROOT"": 6, ""cc"": 6, ""advcl"": 6}"
648,informal,197,8,"{""ADJ"": 7, ""ADP"": 13, ""ADV"": 32, ""AUX"": 6, ""CCONJ"": 8, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 21, ""NUM"": 1, ""PART"": 4, ""PRON"": 30, ""PROPN"": 1, ""PUNCT"": 23, ""SCONJ"": 6, ""SPACE"": 7, ""SYM"": 1, ""VERB"": 33}",91,"{""advmod"": 35, ""punct"": 23, ""nsubj"": 21, ""obj"": 12, ""mark"": 10, ""case"": 9, ""obl"": 9, ""ROOT"": 8, ""dep"": 8, ""conj"": 8, ""cc"": 8, ""advcl"": 7}"
649,informal,223,11,"{""ADJ"": 8, ""ADP"": 14, ""ADV"": 38, ""AUX"": 9, ""CCONJ"": 10, ""DET"": 5, ""INTJ"": 2, ""NOUN"": 25, ""NUM"": 3, ""PART"": 5, ""PRON"": 29, ""PROPN"": 2, ""PUNCT"": 28, ""SCONJ"": 5, ""SPACE"": 7, ""VERB"": 33}",99,"{""advmod"": 42, ""punct"": 28, ""nsubj"": 25, ""ROOT"": 11, ""case"": 10, ""obl"": 10, ""conj"": 9, ""cc"": 9, ""mark"": 9, ""dep"": 8, ""obj"": 8, ""advcl"": 6}"
650,informal,185,6,"{""ADJ"": 6, ""ADP"": 14, ""ADV"": 32, ""AUX"": 8, ""CCONJ"": 7, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 17, ""NUM"": 1, ""PART"": 5, ""PRON"": 23, ""PROPN"": 2, ""PUNCT"": 25, ""SCONJ"": 4, ""SPACE"": 7, ""VERB"": 30}",83,"{""advmod"": 35, ""punct"": 25, ""nsubj"": 16, ""conj"": 10, ""case"": 9, ""dep"": 8, ""obl"": 8, ""obj"": 8, ""mark"": 8, ""cc"": 7, ""ROOT"": 6, ""aux"": 6}"
651,informal,201,8,"{""ADJ"": 6, ""ADP"": 17, ""ADV"": 30, ""AUX"": 6, ""CCONJ"": 8, ""DET"": 6, ""INTJ"": 1, ""NOUN"": 24, ""NUM"": 3, ""PART"": 4, ""PRON"": 24, ""PROPN"": 5, ""PUNCT"": 23, ""SCONJ"": 5, ""SPACE"": 6, ""VERB"": 33}",93,"{""advmod"": 34, ""punct"": 24, ""nsubj"": 19, ""case"": 13, ""obj"": 12, ""obl"": 11, ""conj"": 9, ""ROOT"": 8, ""cc"": 8, ""mark"": 8, ""dep"": 7, ""advcl"": 7}"
652,informal,185,6,"{""ADJ"": 6, ""ADP"": 17, ""ADV"": 30, ""AUX"": 6, ""CCONJ"": 6, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 20, ""NUM"": 2, ""PART"": 4, ""PRON"": 25, ""PROPN"": 1, ""PUNCT"": 22, ""SCONJ"": 6, ""SPACE"": 6, ""VERB"": 29}",82,"{""advmod"": 33, ""punct"": 22, ""nsubj"": 17, ""case"": 11, ""obl"": 11, ""mark"": 11, ""obj"": 9, ""advcl"": 8, ""dep"": 7, ""conj"": 7, ""ROOT"": 6, ""cc"": 6}"
653,informal,209,7,"{""ADJ"": 8, ""ADP"": 17, ""ADV"": 34, ""AUX"": 9, ""CCONJ"": 6, ""DET"": 6, ""INTJ"": 1, ""NOUN"": 23, ""NUM"": 2, ""PART"": 4, ""PRON"": 31, ""PROPN"": 1, ""PUNCT"": 22, ""SCONJ"": 6, ""SPACE"": 8, ""VERB"": 31}",90,"{""advmod"": 33, ""nsubj"": 24, ""punct"": 22, ""case"": 13, ""obl"": 12, ""mark"": 10, ""advcl"": 10, ""dep"": 9, ""obj"": 8, ""ROOT"": 7, ""conj"": 7, ""xcomp"": 7}"
654,informal,194,6,"{""ADJ"": 8, ""ADP"": 18, ""ADV"": 32, ""AUX"": 6, ""CCONJ"": 6, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 20, ""NUM"": 2, ""PART"": 4, ""PRON"": 28, ""PROPN"": 1, ""PUNCT"": 21, ""SCONJ"": 7, ""SPACE"": 6, ""VERB"": 30}",88,"{""advmod"": 33, ""punct"": 21, ""nsubj"": 20, ""case"": 13, ""obl"": 12, ""mark"": 12, ""obj"": 9, ""advcl"": 8, ""dep"": 7, ""conj"": 7, ""ROOT"": 6, ""cc"": 6}"
655,informal,223,8,"{""ADJ"": 8, ""ADP"": 15, ""ADV"": 43, ""AUX"": 9, ""CCONJ"": 6, ""DET"": 6, ""INTJ"": 1, ""NOUN"": 22, ""NUM"": 2, ""PART"": 6, ""PRON"": 30, ""PROPN"": 2, ""PUNCT"": 25, ""SCONJ"": 5, ""SPACE"": 7, ""VERB"": 36}",99,"{""advmod"": 41, ""punct"": 25, ""nsubj"": 20, ""obj"": 13, ""mark"": 12, ""case"": 10, ""obl"": 10, ""xcomp"": 10, ""conj"": 9, ""advcl"": 9, ""ROOT"": 8, ""dep"": 8}"
656,informal,210,8,"{""ADJ"": 12, ""ADP"": 13, ""ADV"": 39, ""AUX"": 6, ""CCONJ"": 9, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 23, ""NUM"": 1, ""PART"": 4, ""PRON"": 27, ""PROPN"": 1, ""PUNCT"": 27, ""SCONJ"": 5, ""SPACE"": 7, ""VERB"": 31}",102,"{""advmod"": 39, ""punct"": 27, ""nsubj"": 21, ""conj"": 12, ""obj"": 11, ""mark"": 10, ""cc"": 9, ""ROOT"": 8, ""dep"": 8, ""advcl"": 8, ""case"": 7, ""obl"": 7}"
657,informal,158,6,"{""ADJ"": 5, ""ADP"": 11, ""ADV"": 27, ""AUX"": 5, ""CCONJ"": 6, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 16, ""NUM"": 1, ""PART"": 4, ""PRON"": 22, ""PROPN"": 1, ""PUNCT"": 19, ""SCONJ"": 4, ""SPACE"": 6, ""VERB"": 27}",73,"{""advmod"": 30, ""punct"": 19, ""nsubj"": 15, ""obj"": 8, ""mark"": 8, ""dep"": 7, ""conj"": 7, ""case"": 7, ""obl"": 7, ""ROOT"": 6, ""cc"": 6, ""advcl"": 6}"
658,informal,213,7,"{""ADJ"": 6, ""ADP"": 15, ""ADV"": 32, ""AUX"": 8, ""CCONJ"": 9, ""DET"": 5, ""INTJ"": 1, ""NOUN"": 29, ""NUM"": 3, ""PART"": 5, ""PRON"": 30, ""PROPN"": 1, ""PUNCT"": 27, ""SCONJ"": 4, ""SPACE"": 6, ""VERB"": 32}",94,"{""advmod"": 35, ""punct"": 27, ""nsubj"": 19, ""case"": 13, ""conj"": 11, ""cc"": 9, ""obl"": 9, ""obj"": 9, ""dep"": 8, ""mark"": 8, ""ROOT"": 7, ""det"": 6}"
659,informal,235,10,"{""ADJ"": 7, ""ADP"": 23, ""ADV"": 35, ""AUX"": 9, ""CCONJ"": 10, ""DET"": 6, ""INTJ"": 1, ""NOUN"": 24, ""NUM"": 3, ""PART"": 5, ""PRON"": 35, ""PROPN"": 1, ""PUNCT"": 26, ""SCONJ"": 6, ""SPACE"": 8, ""VERB"": 36}",97,"{""advmod"": 40, ""punct"": 26, ""nsubj"": 23, ""case"": 15, ""obl"": 14, ""mark"": 11, ""ROOT"": 10, ""cc"": 10, ""dep"": 9, ""conj"": 9, ""obj"": 8, ""advcl"": 8}"
660,informal,190,7,"{""ADJ"": 6, ""ADP"": 15, ""ADV"": 34, ""AUX"": 5, ""CCONJ"": 7, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 19, ""PART"": 5, ""PRON"": 25, ""PROPN"": 1, ""PUNCT"": 23, ""SCONJ"": 6, ""SPACE"": 6, ""VERB"": 33}",85,"{""advmod"": 37, ""punct"": 22, ""nsubj"": 18, ""obl"": 11, ""mark"": 11, ""case"": 10, ""advcl"": 9, ""conj"": 8, ""obj"": 8, ""ROOT"": 7, ""dep"": 7, ""cc"": 7}"
661,informal,162,7,"{""ADJ"": 5, ""ADP"": 11, ""ADV"": 29, ""AUX"": 6, ""CCONJ"": 6, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 16, ""PART"": 4, ""PRON"": 23, ""PROPN"": 1, ""PUNCT"": 20, ""SCONJ"": 4, ""SPACE"": 6, ""VERB"": 27}",73,"{""advmod"": 32, ""punct"": 20, ""nsubj"": 16, ""obj"": 8, ""mark"": 8, ""ROOT"": 7, ""dep"": 7, ""conj"": 7, ""case"": 7, ""obl"": 7, ""cc"": 6, ""advcl"": 6}"
662,informal,40,2,"{""ADJ"": 2, ""ADP"": 7, ""ADV"": 2, ""AUX"": 2, ""CCONJ"": 1, ""DET"": 2, ""NOUN"": 9, ""NUM"": 4, ""PRON"": 3, ""PROPN"": 1, ""PUNCT"": 2, ""SPACE"": 2, ""VERB"": 3}",31,"{""case"": 6, ""nmod"": 6, ""nsubj"": 3, ""ROOT"": 2, ""punct"": 2, ""nummod"": 2, ""fixed"": 2, ""obl"": 2, ""dep"": 2, ""det"": 2, ""nmod:poss"": 1, ""amod"": 1}"
663,informal,65,4,"{""ADJ"": 3, ""ADP"": 10, ""ADV"": 5, ""AUX"": 1, ""CCONJ"": 4, ""DET"": 2, ""NOUN"": 14, ""NUM"": 7, ""PRON"": 4, ""PROPN"": 1, ""PUNCT"": 6, ""SCONJ"": 2, ""SPACE"": 1, ""VERB"": 5}",41,"{""case"": 9, ""punct"": 6, ""obl"": 6, ""nmod"": 5, ""nummod"": 5, ""nsubj"": 5, ""ROOT"": 4, ""cc"": 4, ""compound:prt"": 3, ""conj"": 3, ""fixed"": 2, ""advmod"": 2}"
664,informal,34,2,"{""ADJ"": 1, ""ADP"": 6, ""ADV"": 1, ""AUX"": 2, ""CCONJ"": 1, ""DET"": 1, ""NOUN"": 9, ""NUM"": 4, ""PRON"": 2, ""PROPN"": 2, ""PUNCT"": 3, ""SPACE"": 1, ""VERB"": 1}",25,"{""nmod"": 6, ""case"": 5, ""punct"": 3, ""ROOT"": 2, ""nmod:poss"": 2, ""nummod"": 2, ""fixed"": 2, ""amod"": 1, ""cc"": 1, ""obl"": 1, ""dep"": 1, ""aux"": 1}"
665,informal,22,1,"{""ADJ"": 1, ""ADP"": 5, ""CCONJ"": 1, ""NOUN"": 6, ""NUM"": 4, ""PROPN"": 1, ""PUNCT"": 3, ""SPACE"": 1}",14,"{""nmod"": 5, ""case"": 4, ""punct"": 3, ""nummod"": 2, ""fixed"": 2, ""ROOT"": 1, ""nmod:poss"": 1, ""amod"": 1, ""cc"": 1, ""obl"": 1, ""dep"": 1}"
666,informal,45,2,"{""ADJ"": 3, ""ADP"": 6, ""ADV"": 5, ""AUX"": 3, ""CCONJ"": 1, ""NOUN"": 8, ""NUM"": 6, ""PRON"": 1, ""PROPN"": 1, ""PUNCT"": 6, ""SPACE"": 3, ""VERB"": 2}",30,"{""punct"": 6, ""case"": 5, ""nmod"": 5, ""advmod"": 4, ""nummod"": 3, ""obl"": 3, ""dep"": 3, ""ROOT"": 2, ""amod"": 2, ""fixed"": 2, ""aux"": 2, ""nsubj"": 2}"
667,informal,21,2,"{""ADP"": 2, ""ADV"": 4, ""AUX"": 1, ""NOUN"": 3, ""PRON"": 3, ""PROPN"": 2, ""PUNCT"": 2, ""SPACE"": 1, ""VERB"": 3}",17,"{""nsubj"": 3, ""obl"": 3, ""ROOT"": 2, ""obj"": 2, ""case"": 2, ""punct"": 2, ""acl:relcl"": 1, ""aux"": 1, ""ccomp"": 1, ""advmod"": 1, ""dep"": 1, ""compound:prt"": 1}"
668,informal,39,4,"{""ADP"": 4, ""ADV"": 5, ""AUX"": 3, ""CCONJ"": 1, ""NOUN"": 2, ""PART"": 1, ""PRON"": 5, ""PROPN"": 3, ""PUNCT"": 6, ""SPACE"": 3, ""VERB"": 6}",27,"{""punct"": 5, ""ROOT"": 4, ""nsubj"": 4, ""aux"": 4, ""case"": 4, ""advmod"": 4, ""obl"": 4, ""obj"": 3, ""dep"": 3, ""acl:relcl"": 1, ""ccomp"": 1, ""conj"": 1}"
669,informal,23,1,"{""ADP"": 4, ""ADV"": 4, ""AUX"": 1, ""NOUN"": 2, ""PRON"": 3, ""PROPN"": 2, ""PUNCT"": 3, ""SPACE"": 1, ""VERB"": 3}",19,"{""case"": 4, ""nsubj"": 3, ""advmod"": 3, ""obl"": 3, ""punct"": 3, ""obj"": 2, ""acl:relcl"": 1, ""aux"": 1, ""ccomp"": 1, ""dep"": 1, ""ROOT"": 1}"
670,informal,175,11,"{""ADJ"": 8, ""ADP"": 15, ""ADV"": 20, ""AUX"": 11, ""CCONJ"": 5, ""DET"": 7, ""INTJ"": 1, ""NOUN"": 30, ""NUM"": 3, ""PART"": 6, ""PRON"": 19, ""PUNCT"": 16, ""SCONJ"": 8, ""SPACE"": 6, ""VERB"": 20}",82,"{""advmod"": 23, ""nsubj"": 19, ""punct"": 16, ""case"": 12, ""ROOT"": 11, ""mark"": 11, ""obj"": 10, ""obl"": 9, ""aux"": 8, ""det"": 7, ""dep"": 6, ""advcl"": 5}"
671,informal,169,12,"{""ADJ"": 7, ""ADP"": 17, ""ADV"": 21, ""AUX"": 12, ""CCONJ"": 5, ""DET"": 6, ""INTJ"": 1, ""NOUN"": 26, ""NUM"": 1, ""PART"": 7, ""PRON"": 20, ""PROPN"": 1, ""PUNCT"": 15, ""SCONJ"": 5, ""SPACE"": 7, ""VERB"": 18}",83,"{""advmod"": 26, ""nsubj"": 17, ""punct"": 15, ""case"": 13, ""ROOT"": 12, ""obl"": 11, ""obj"": 11, ""mark"": 9, ""aux"": 8, ""dep"": 7, ""det"": 6, ""advcl"": 5}"
672,informal,164,11,"{""ADJ"": 8, ""ADP"": 15, ""ADV"": 24, ""AUX"": 13, ""CCONJ"": 6, ""DET"": 6, ""INTJ"": 1, ""NOUN"": 25, ""PART"": 5, ""PRON"": 20, ""PUNCT"": 12, ""SCONJ"": 6, ""SPACE"": 6, ""VERB"": 17}",84,"{""advmod"": 24, ""nsubj"": 18, ""punct"": 12, ""case"": 12, ""ROOT"": 11, ""obl"": 11, ""mark"": 10, ""obj"": 9, ""aux"": 8, ""dep"": 6, ""det"": 6, ""cc"": 6}"
673,informal,150,10,"{""ADJ"": 8, ""ADP"": 15, ""ADV"": 16, ""AUX"": 13, ""CCONJ"": 4, ""DET"": 8, ""INTJ"": 1, ""NOUN"": 23, ""PART"": 5, ""PRON"": 19, ""PUNCT"": 13, ""SCONJ"": 5, ""SPACE"": 5, ""VERB"": 15}",78,"{""advmod"": 18, ""nsubj"": 17, ""punct"": 13, ""case"": 11, ""obl"": 11, ""ROOT"": 10, ""mark"": 9, ""obj"": 9, ""det"": 8, ""aux"": 8, ""dep"": 5, ""advcl"": 5}"
674,informal,185,12,"{""ADJ"": 9, ""ADP"": 19, ""ADV"": 22, ""AUX"": 14, ""CCONJ"": 6, ""DET"": 9, ""INTJ"": 1, ""NOUN"": 31, ""NUM"": 4, ""PART"": 7, ""PRON"": 18, ""PUNCT"": 13, ""SCONJ"": 8, ""SPACE"": 7, ""VERB"": 17}",82,"{""advmod"": 24, ""nsubj"": 17, ""case"": 15, ""punct"": 13, ""ROOT"": 12, ""mark"": 12, ""obl"": 11, ""obj"": 10, ""det"": 9, ""dep"": 7, ""aux"": 7, ""cc"": 7}"
675,informal,165,10,"{""ADJ"": 8, ""ADP"": 14, ""ADV"": 19, ""AUX"": 11, ""CCONJ"": 6, ""DET"": 9, ""INTJ"": 1, ""NOUN"": 29, ""NUM"": 1, ""PART"": 7, ""PRON"": 19, ""PUNCT"": 13, ""SCONJ"": 7, ""SPACE"": 5, ""VERB"": 16}",81,"{""advmod"": 20, ""nsubj"": 15, ""punct"": 13, ""case"": 11, ""mark"": 11, ""ROOT"": 10, ""det"": 9, ""obl"": 8, ""obj"": 8, ""aux"": 6, ""cc"": 6, ""dep"": 5}"
