doc_index,register,pca1,pca2,explained_var_pc1,explained_var_pc2
385,informal,-0.15395431,-0.015673662,0.078987226,0.055545554
386,informal,-0.15576726,-0.023638653,0.078987226,0.055545554
387,informal,-0.17092882,-0.039689515,0.078987226,0.055545554
388,informal,-0.06768631,0.17064819,0.078987226,0.055545554
389,informal,-0.06768631,0.17064819,0.078987226,0.055545554
390,informal,-0.06768631,0.17064819,0.078987226,0.055545554
391,informal,-0.06768631,0.17064819,0.078987226,0.055545554
392,informal,-0.06768631,0.17064819,0.078987226,0.055545554
393,informal,-0.06768631,0.17064819,0.078987226,0.055545554
394,informal,-0.06768631,0.17064819,0.078987226,0.055545554
395,informal,0.12089803,0.017900454,0.078987226,0.055545554
396,informal,0.069557555,0.023877837,0.078987226,0.055545554
397,informal,0.122088276,0.018958457,0.078987226,0.055545554
398,informal,0.041417044,0.026629956,0.078987226,0.055545554
399,informal,0.15659073,0.1825137,0.078987226,0.055545554
400,informal,-0.063088804,-0.01086341,0.078987226,0.055545554
401,informal,-0.063088804,-0.01086341,0.078987226,0.055545554
402,informal,-0.063088804,-0.01086341,0.078987226,0.055545554
403,informal,-0.063088804,-0.01086341,0.078987226,0.055545554
404,informal,-0.063088804,-0.01086341,0.078987226,0.055545554
405,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
406,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
407,informal,-0.32510418,-0.024988506,0.078987226,0.055545554
408,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
409,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
410,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
411,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
412,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
413,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
414,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
415,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
416,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
417,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
418,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
419,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
420,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
421,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
422,informal,-0.32510418,-0.024988484,0.078987226,0.055545554
423,informal,0.036867827,0.10602779,0.078987226,0.055545554
424,informal,0.25547776,0.09224718,0.078987226,0.055545554
425,informal,-0.067470625,-0.07215406,0.078987226,0.055545554
426,informal,-0.13312,0.034496497,0.078987226,0.055545554
427,informal,-0.06527903,0.10427187,0.078987226,0.055545554
428,informal,0.021934334,0.03510757,0.078987226,0.055545554
429,informal,-0.13710189,0.018374057,0.078987226,0.055545554
430,informal,0.14445885,0.12691393,0.078987226,0.055545554
431,informal,0.033833742,0.09861557,0.078987226,0.055545554
432,informal,0.047721453,0.08138779,0.078987226,0.055545554
433,informal,-0.09596605,0.0778113,0.078987226,0.055545554
434,informal,-0.15821494,0.08365128,0.078987226,0.055545554
435,informal,0.101002336,0.031997506,0.078987226,0.055545554
436,informal,-0.02564644,0.034765035,0.078987226,0.055545554
437,informal,0.093556456,0.18412377,0.078987226,0.055545554
438,informal,-0.019682098,-0.119201854,0.078987226,0.055545554
439,informal,-0.077019945,-0.21956845,0.078987226,0.055545554
440,informal,-0.0546166,-0.14837964,0.078987226,0.055545554
441,informal,-0.04663893,-0.13617824,0.078987226,0.055545554
442,informal,-0.071305685,-0.22644557,0.078987226,0.055545554
443,informal,-0.084341675,-0.23566487,0.078987226,0.055545554
444,informal,-0.062004607,-0.22258604,0.078987226,0.055545554
445,informal,0.042361416,-0.30667067,0.078987226,0.055545554
446,informal,0.07655429,-0.27281052,0.078987226,0.055545554
447,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
448,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
449,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
450,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
451,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
452,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
453,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
454,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
455,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
456,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
457,informal,-0.012500763,-0.18299183,0.078987226,0.055545554
