doc_index,register,n_tokens,n_sents,pos_counts_json,n_unique_lemmas,top_deprel_json
0,formal,146,8,"{""ADJ"": 15, ""ADP"": 27, ""ADV"": 1, ""AUX"": 3, ""CCONJ"": 6, ""DET"": 6, ""NOUN"": 51, ""NUM"": 1, ""PART"": 3, ""PRON"": 3, ""PUNCT"": 11, ""SCONJ"": 4, ""VERB"": 15}",90,"{""case"": 23, ""nmod"": 14, ""amod"": 12, ""punct"": 11, ""mark"": 10, ""nsubj"": 8, ""ROOT"": 8, ""fixed"": 7, ""obj"": 7, ""obl"": 7, ""conj"": 6, ""det"": 6}"
1,formal,218,12,"{""ADJ"": 21, ""ADP"": 34, ""ADV"": 7, ""AUX"": 6, ""CCONJ"": 10, ""DET"": 6, ""NOUN"": 69, ""NUM"": 7, ""PART"": 1, ""PRON"": 12, ""PROPN"": 2, ""PUNCT"": 18, ""SCONJ"": 4, ""VERB"": 21}",107,"{""case"": 32, ""nmod"": 18, ""punct"": 17, ""amod"": 16, ""nsubj"": 15, ""obl"": 15, ""conj"": 13, ""ROOT"": 12, ""cc"": 11, ""nmod:poss"": 8, ""mark"": 7, ""obj"": 7}"
2,formal,255,11,"{""ADJ"": 12, ""ADP"": 38, ""ADV"": 16, ""AUX"": 22, ""CCONJ"": 11, ""DET"": 9, ""NOUN"": 56, ""NUM"": 2, ""PART"": 7, ""PRON"": 29, ""PUNCT"": 16, ""SCONJ"": 9, ""VERB"": 28}",99,"{""case"": 32, ""nsubj"": 24, ""obl"": 22, ""aux"": 17, ""punct"": 16, ""advmod"": 16, ""mark"": 16, ""obj"": 12, ""ROOT"": 11, ""amod"": 11, ""cc"": 11, ""det"": 10}"
3,formal,105,5,"{""ADJ"": 11, ""ADP"": 14, ""ADV"": 3, ""AUX"": 6, ""CCONJ"": 8, ""DET"": 5, ""NOUN"": 30, ""NUM"": 2, ""PART"": 1, ""PRON"": 6, ""PUNCT"": 7, ""SCONJ"": 4, ""VERB"": 8}",68,"{""case"": 14, ""cc"": 10, ""obl"": 9, ""amod"": 8, ""nsubj"": 8, ""punct"": 7, ""conj"": 7, ""obj"": 7, ""advmod"": 5, ""ROOT"": 5, ""det"": 5, ""nmod:poss"": 4}"
4,formal,134,6,"{""ADJ"": 11, ""ADP"": 19, ""ADV"": 4, ""AUX"": 1, ""CCONJ"": 9, ""DET"": 9, ""NOUN"": 40, ""NUM"": 3, ""PART"": 1, ""PRON"": 7, ""PUNCT"": 12, ""SCONJ"": 3, ""SYM"": 1, ""VERB"": 14}",69,"{""case"": 18, ""punct"": 12, ""obl"": 11, ""amod"": 10, ""det"": 9, ""nmod"": 8, ""cc"": 8, ""conj"": 8, ""nsubj"": 7, ""ROOT"": 6, ""nsubj:pass"": 6, ""mark"": 4}"
5,formal,104,7,"{""ADJ"": 6, ""ADP"": 13, ""ADV"": 6, ""AUX"": 6, ""CCONJ"": 2, ""DET"": 7, ""NOUN"": 22, ""NUM"": 2, ""PART"": 1, ""PRON"": 11, ""PROPN"": 7, ""PUNCT"": 9, ""SCONJ"": 1, ""VERB"": 11}",51,"{""nsubj"": 11, ""det"": 9, ""amod"": 9, ""case"": 9, ""punct"": 9, ""obj"": 8, ""ROOT"": 7, ""advmod"": 7, ""obl"": 6, ""nmod"": 6, ""nmod:poss"": 4, ""mark"": 3}"
6,formal,255,12,"{""ADJ"": 26, ""ADP"": 36, ""ADV"": 20, ""AUX"": 11, ""CCONJ"": 10, ""DET"": 20, ""NOUN"": 61, ""NUM"": 6, ""PART"": 4, ""PRON"": 16, ""PROPN"": 2, ""PUNCT"": 18, ""SCONJ"": 4, ""VERB"": 21}",117,"{""case"": 29, ""amod"": 22, ""det"": 21, ""punct"": 18, ""obl"": 18, ""advmod"": 17, ""nsubj"": 15, ""nmod"": 13, ""ROOT"": 12, ""mark"": 12, ""cc"": 10, ""conj"": 9}"
7,formal,163,8,"{""ADJ"": 28, ""ADP"": 23, ""ADV"": 8, ""AUX"": 4, ""CCONJ"": 11, ""DET"": 10, ""NOUN"": 46, ""PART"": 2, ""PRON"": 2, ""PROPN"": 1, ""PUNCT"": 10, ""SCONJ"": 6, ""VERB"": 12}",87,"{""case"": 21, ""amod"": 20, ""conj"": 12, ""det"": 11, ""cc"": 11, ""obl"": 11, ""nsubj"": 10, ""punct"": 10, ""mark"": 9, ""ROOT"": 8, ""advmod"": 8, ""nmod"": 7}"
8,formal,226,11,"{""ADJ"": 19, ""ADP"": 38, ""ADV"": 10, ""AUX"": 11, ""CCONJ"": 9, ""DET"": 17, ""NOUN"": 57, ""NUM"": 2, ""PART"": 8, ""PRON"": 8, ""PROPN"": 4, ""PUNCT"": 14, ""SCONJ"": 5, ""VERB"": 24}",112,"{""case"": 28, ""mark"": 20, ""amod"": 19, ""obl"": 18, ""det"": 17, ""punct"": 14, ""nmod"": 13, ""nsubj"": 13, ""ROOT"": 11, ""obj"": 11, ""aux"": 8, ""cc"": 8}"
9,formal,130,9,"{""ADJ"": 6, ""ADP"": 19, ""ADV"": 5, ""AUX"": 5, ""CCONJ"": 6, ""DET"": 5, ""NOUN"": 43, ""NUM"": 2, ""PRON"": 6, ""PROPN"": 9, ""PUNCT"": 14, ""SCONJ"": 1, ""VERB"": 9}",76,"{""case"": 17, ""punct"": 15, ""nmod"": 13, ""nsubj"": 10, ""conj"": 10, ""ROOT"": 9, ""amod"": 6, ""cc"": 6, ""obl"": 6, ""obj"": 6, ""cop"": 5, ""det"": 5}"
10,formal,141,8,"{""ADJ"": 14, ""ADP"": 19, ""ADV"": 4, ""AUX"": 5, ""CCONJ"": 4, ""DET"": 6, ""NOUN"": 43, ""NUM"": 4, ""PART"": 1, ""PRON"": 3, ""PROPN"": 1, ""PUNCT"": 17, ""SCONJ"": 2, ""VERB"": 18}",80,"{""case"": 17, ""punct"": 17, ""nsubj"": 13, ""amod"": 12, ""obl"": 10, ""ROOT"": 8, ""det"": 7, ""nmod"": 7, ""obj"": 7, ""conj"": 7, ""advmod"": 4, ""cc"": 4}"
11,formal,359,13,"{""ADJ"": 32, ""ADP"": 68, ""ADV"": 12, ""AUX"": 9, ""CCONJ"": 21, ""DET"": 17, ""NOUN"": 116, ""NUM"": 4, ""PART"": 4, ""PRON"": 16, ""PROPN"": 1, ""PUNCT"": 31, ""SCONJ"": 5, ""VERB"": 23}",168,"{""case"": 63, ""nmod"": 40, ""punct"": 31, ""amod"": 29, ""obl"": 22, ""conj"": 21, ""cc"": 20, ""nsubj"": 19, ""det"": 17, ""advmod"": 14, ""ROOT"": 13, ""mark"": 11}"
12,formal,219,13,"{""ADJ"": 31, ""ADP"": 33, ""ADV"": 14, ""AUX"": 13, ""CCONJ"": 2, ""DET"": 13, ""NOUN"": 49, ""NUM"": 1, ""PART"": 4, ""PRON"": 15, ""PUNCT"": 12, ""SCONJ"": 10, ""VERB"": 22}",104,"{""case"": 30, ""amod"": 17, ""obl"": 17, ""advmod"": 15, ""det"": 13, ""ROOT"": 13, ""nsubj"": 13, ""mark"": 13, ""punct"": 12, ""obj"": 12, ""nmod"": 11, ""cop"": 8}"
13,formal,113,5,"{""ADJ"": 10, ""ADP"": 12, ""ADV"": 5, ""AUX"": 3, ""CCONJ"": 6, ""DET"": 3, ""NOUN"": 28, ""NUM"": 5, ""PART"": 2, ""PRON"": 5, ""PROPN"": 7, ""PUNCT"": 12, ""SCONJ"": 2, ""VERB"": 13}",71,"{""punct"": 12, ""case"": 11, ""nmod"": 10, ""amod"": 10, ""cc"": 6, ""conj"": 6, ""nsubj"": 6, ""ROOT"": 5, ""nsubj:pass"": 5, ""obj"": 5, ""mark"": 5, ""advmod"": 4}"
14,formal,341,19,"{""ADJ"": 29, ""ADP"": 52, ""ADV"": 25, ""AUX"": 13, ""CCONJ"": 25, ""DET"": 7, ""NOUN"": 91, ""NUM"": 22, ""PART"": 6, ""PRON"": 8, ""PROPN"": 1, ""PUNCT"": 29, ""SCONJ"": 5, ""VERB"": 28}",106,"{""case"": 48, ""nmod"": 34, ""punct"": 33, ""nsubj"": 25, ""cc"": 25, ""amod"": 20, ""ROOT"": 19, ""advmod"": 19, ""obl"": 19, ""conj"": 19, ""mark"": 10, ""nummod"": 10}"
15,formal,250,14,"{""ADJ"": 16, ""ADP"": 20, ""ADV"": 6, ""AUX"": 6, ""CCONJ"": 20, ""DET"": 9, ""NOUN"": 80, ""NUM"": 28, ""PART"": 3, ""PRON"": 2, ""PROPN"": 2, ""PUNCT"": 35, ""SCONJ"": 2, ""VERB"": 21}",73,"{""punct"": 36, ""conj"": 22, ""case"": 19, ""cc"": 19, ""nummod"": 19, ""nmod"": 17, ""obl"": 15, ""nsubj"": 15, ""amod"": 15, ""obj"": 15, ""ROOT"": 14, ""det"": 9}"
16,formal,248,13,"{""ADJ"": 25, ""ADP"": 34, ""ADV"": 15, ""AUX"": 7, ""CCONJ"": 16, ""DET"": 11, ""NOUN"": 71, ""PART"": 6, ""PRON"": 8, ""PROPN"": 2, ""PUNCT"": 21, ""SCONJ"": 4, ""VERB"": 28}",124,"{""case"": 27, ""amod"": 21, ""punct"": 21, ""conj"": 18, ""cc"": 16, ""mark"": 16, ""obl"": 15, ""nmod"": 14, ""ROOT"": 13, ""advmod"": 13, ""det"": 11, ""nsubj"": 10}"
17,formal,262,17,"{""ADJ"": 25, ""ADP"": 35, ""ADV"": 13, ""AUX"": 6, ""CCONJ"": 10, ""DET"": 9, ""NOUN"": 77, ""NUM"": 6, ""PART"": 7, ""PRON"": 8, ""PROPN"": 10, ""PUNCT"": 21, ""SCONJ"": 5, ""SYM"": 1, ""VERB"": 29}",135,"{""case"": 34, ""nmod"": 23, ""punct"": 21, ""amod"": 18, ""ROOT"": 17, ""obl"": 16, ""conj"": 15, ""advmod"": 13, ""mark"": 12, ""cc"": 12, ""obj"": 12, ""nsubj:pass"": 11}"
18,formal,137,7,"{""ADJ"": 7, ""ADP"": 16, ""ADV"": 12, ""AUX"": 7, ""CCONJ"": 5, ""DET"": 9, ""NOUN"": 31, ""NUM"": 2, ""PART"": 3, ""PRON"": 8, ""PROPN"": 4, ""PUNCT"": 11, ""SCONJ"": 2, ""VERB"": 20}",87,"{""case"": 13, ""nsubj"": 11, ""punct"": 11, ""obl"": 10, ""advmod"": 10, ""det"": 9, ""obj"": 8, ""ROOT"": 7, ""aux"": 6, ""mark"": 6, ""amod"": 5, ""cc"": 5}"
19,formal,152,6,"{""ADJ"": 13, ""ADP"": 20, ""ADV"": 4, ""AUX"": 11, ""CCONJ"": 5, ""DET"": 17, ""NOUN"": 33, ""NUM"": 4, ""PART"": 5, ""PRON"": 12, ""PUNCT"": 8, ""SCONJ"": 4, ""VERB"": 16}",71,"{""det"": 18, ""case"": 17, ""nsubj"": 12, ""amod"": 9, ""punct"": 8, ""mark"": 8, ""advmod"": 7, ""nmod"": 7, ""obl"": 7, ""cop"": 7, ""obj"": 7, ""ROOT"": 6}"
20,formal,108,4,"{""ADJ"": 12, ""ADP"": 12, ""ADV"": 12, ""AUX"": 5, ""CCONJ"": 2, ""DET"": 8, ""NOUN"": 21, ""PART"": 6, ""PRON"": 4, ""PROPN"": 1, ""PUNCT"": 5, ""SCONJ"": 4, ""VERB"": 16}",65,"{""mark"": 16, ""advmod"": 12, ""advcl"": 9, ""obj"": 8, ""det"": 7, ""amod"": 7, ""case"": 6, ""punct"": 6, ""nsubj"": 5, ""obl"": 5, ""ROOT"": 4, ""nsubj:pass"": 4}"
21,formal,55,3,"{""ADJ"": 4, ""ADP"": 14, ""ADV"": 1, ""CCONJ"": 1, ""DET"": 2, ""NOUN"": 20, ""PART"": 1, ""PRON"": 3, ""PUNCT"": 3, ""VERB"": 6}",44,"{""case"": 12, ""nmod"": 8, ""obl"": 5, ""amod"": 4, ""ROOT"": 3, ""fixed"": 3, ""punct"": 3, ""nsubj:pass"": 2, ""acl:relcl"": 2, ""det"": 2, ""conj"": 2, ""nsubj"": 2}"
